level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2565	828	-1	
2	1	1	0	0	0	176	4	2378	642	-1	
3	1	1	1	0	0	176	4	2378	642	-1	
4	1	1	1	1	0	177	4	1666	59	-1	
5	1	1	1	1	1	177	10	58	50	94.868950	size
5	1	1	1	1	2	247	8	57	29	96.977753	and
5	1	1	1	1	3	316	12	68	33	96.676849	type
5	1	1	1	1	4	398	8	68	35	96.359413	(See
5	1	1	1	1	5	478	9	77	28	96.759964	Note
5	1	1	1	1	6	569	9	31	34	96.917503	3)
5	1	1	1	1	7	613	8	35	51	96.818848	of
5	1	1	1	1	8	658	12	62	33	96.816902	part
5	1	1	1	1	9	733	17	39	20	96.975838	on
5	1	1	1	1	10	784	8	49	28	96.952484	the
5	1	1	1	1	11	846	9	89	28	95.639809	order.
5	1	1	1	1	12	949	8	29	28	96.955833	If
5	1	1	1	1	13	984	4	51	59	97.011261	the
5	1	1	1	1	14	1049	8	125	37	76.121567	analysis
5	1	1	1	1	15	1211	3	19	54	48.645729	=
5	1	1	1	1	16	1248	24	50	29	52.839119	gg
5	1	1	1	1	17	1319	24	114	37	93.304863	Liquid
5	1	1	1	1	18	1447	24	166	29	92.598022	Penetrant
5	1	1	1	1	19	1626	24	217	29	96.937401	Examination
4	1	1	1	2	0	176	53	2375	38	-1	
5	1	1	1	2	1	176	55	64	29	96.576721	fails
5	1	1	1	2	2	261	58	30	24	96.736755	to
5	1	1	1	2	3	313	54	123	37	96.522614	comply,
5	1	1	1	2	4	458	54	72	29	96.809067	each
5	1	1	1	2	5	550	58	62	33	96.867485	part
5	1	1	1	2	6	633	62	30	20	96.999489	in
5	1	1	1	2	7	684	54	59	28	96.763733	that
5	1	1	1	2	8	763	54	50	33	96.886444	lot,
5	1	1	1	2	9	837	58	28	24	96.521988	at
5	1	1	1	2	10	884	53	49	29	96.623474	the
5	1	1	1	2	11	954	58	100	33	96.942879	option
5	1	1	1	2	12	1075	54	35	29	96.832214	of
5	1	1	1	2	13	1127	54	48	28	96.198891	the
5	1	1	1	2	14	1554	85	5	5	2.395279	.
5	1	1	1	2	15	1991	85	5	5	20.669006	.
5	1	1	1	2	16	2164	85	54	5	0.000000	i,
4	1	1	1	3	0	176	85	2065	51	-1	
5	1	1	1	3	1	176	99	215	34	95.772041	manufacturer,
5	1	1	1	3	2	405	100	73	28	96.704475	shall
5	1	1	1	3	3	488	100	38	29	96.990700	be
5	1	1	1	3	4	538	99	129	29	96.818794	checked
5	1	1	1	3	5	680	100	56	28	97.001740	and
5	1	1	1	3	6	748	100	138	36	96.984932	accepted
5	1	1	1	3	7	897	99	27	29	96.987480	if
5	1	1	1	3	8	932	100	49	28	96.933083	the
5	1	1	1	3	9	993	99	125	37	96.948830	analysis
5	1	1	1	3	10	1130	99	46	29	97.012398	for
5	1	1	1	3	11	1287	85	66	29	88.176056	S5.1
5	1	1	1	3	12	1388	85	50	29	48.217987	All
5	1	1	1	3	13	1452	85	158	51	90.035606	accessible
5	1	1	1	3	14	1625	85	126	29	96.626656	surfaces
5	1	1	1	3	15	1767	85	73	29	90.816689	shall
5	1	1	1	3	16	1851	85	39	51	96.947052	be
5	1	1	1	3	17	1904	86	152	28	96.953781	examined
5	1	1	1	3	18	2069	85	39	37	96.744743	by
5	1	1	1	3	19	2122	94	16	20	96.548996	a
5	1	1	1	3	20	2151	85	90	37	96.859184	liquid
4	1	1	1	4	0	176	131	2376	52	-1	
5	1	1	1	4	1	176	147	47	29	96.969307	the
5	1	1	1	4	2	239	149	62	34	96.929359	part
5	1	1	1	4	3	319	145	141	37	96.958733	complies
5	1	1	1	4	4	479	145	71	29	96.992722	with
5	1	1	1	4	5	567	145	48	29	96.992722	the
5	1	1	1	4	6	633	145	218	37	95.567413	requirements,
5	1	1	1	4	7	870	154	34	20	96.243080	or
5	1	1	1	4	8	920	145	49	29	96.949989	the
5	1	1	1	4	9	987	145	42	29	95.531799	lot
5	1	1	1	4	10	1048	145	73	29	92.778748	shall
5	1	1	1	4	11	1138	146	38	28	95.351875	be
5	1	1	1	4	12	1248	135	148	33	90.499405	penetrant
5	1	1	1	4	13	1420	131	117	29	96.075470	method
5	1	1	1	4	14	1562	140	45	42	65.063858	in
5	1	1	1	4	15	1618	131	176	51	95.766510	accordance
5	1	1	1	4	16	1820	131	69	29	96.795898	with
5	1	1	1	4	17	1913	131	65	28	96.515938	Test
5	1	1	1	4	18	2002	131	123	29	93.101578	Method
5	1	1	1	4	19	2148	131	93	29	85.385101	E165/
4	1	1	1	5	0	176	176	2064	54	-1	
5	1	1	1	5	1	176	191	131	39	96.441055	rejected.
5	1	1	1	5	2	320	191	49	28	84.722397	All
5	1	1	1	5	3	383	191	102	29	95.483315	results
5	1	1	1	5	4	501	191	74	29	95.483315	shall
5	1	1	1	5	5	588	191	38	29	96.292824	be
5	1	1	1	5	6	639	191	133	37	96.292824	reported
5	1	1	1	5	7	786	195	30	24	97.011200	to
5	1	1	1	5	8	831	191	48	28	96.957649	the
5	1	1	1	5	9	893	191	160	36	96.833778	purchaser.
5	1	1	1	5	10	1248	176	126	29	81.317970	E165M.
5	1	1	1	5	11	1390	177	183	37	95.251923	Acceptance
5	1	1	1	5	12	1589	177	88	28	96.043839	limits
5	1	1	1	5	13	1695	177	72	28	92.586685	shall
5	1	1	1	5	14	1783	177	37	28	96.976479	be
5	1	1	1	5	15	1836	176	105	37	96.794327	agreed
5	1	1	1	5	16	1956	185	78	29	96.879021	upon
5	1	1	1	5	17	2049	177	129	28	96.158104	between
5	1	1	1	5	18	2193	177	47	28	96.158104	the
4	1	1	1	6	0	1248	222	1304	37	-1	
5	1	1	1	6	1	1248	222	212	29	96.282364	manufacturer
5	1	1	1	6	2	1474	223	56	28	96.627197	and
5	1	1	1	6	3	1542	222	48	29	96.603210	the
5	1	1	1	6	4	1604	222	159	37	96.882027	purchaser.
4	1	1	1	7	0	177	283	2376	45	-1	
5	1	1	1	7	1	177	285	48	30	71.399841	S3.
5	1	1	1	7	2	245	283	130	30	96.869850	Tension
5	1	1	1	7	3	389	284	83	29	96.905853	Tests
5	1	1	1	7	4	1249	291	50	30	92.098938	S6.
5	1	1	1	7	5	1320	291	199	37	96.481880	Hydrostatic
5	1	1	1	7	6	1532	292	121	36	96.750160	Testing
4	1	1	1	8	0	215	351	2027	38	-1	
5	1	1	1	8	1	215	352	63	31	65.389359	$3.1
5	1	1	1	8	2	302	352	33	28	94.866226	In
5	1	1	1	8	3	359	352	128	29	94.866226	addition
5	1	1	1	8	4	511	356	30	25	96.177361	to
5	1	1	1	8	5	565	352	48	29	96.556381	the
5	1	1	1	8	6	636	352	208	37	96.173111	requirements
5	1	1	1	8	7	869	351	35	29	95.985909	of
5	1	1	1	8	8	926	352	118	29	96.642937	Section
5	1	1	1	8	9	1068	352	27	33	96.635818	9,
5	1	1	1	8	10	1120	360	56	20	96.724953	one
5	1	1	1	8	11	1288	352	66	29	72.382095	$6.1
5	1	1	1	8	12	1378	353	28	28	92.357414	A
5	1	1	1	8	13	1419	352	174	37	96.445038	hydrostatic
5	1	1	1	8	14	1609	356	55	25	96.872238	test
5	1	1	1	8	15	1679	356	28	25	96.259132	at
5	1	1	1	8	16	1722	361	17	20	96.259132	a
5	1	1	1	8	17	1753	361	132	28	96.845901	pressure
5	1	1	1	8	18	1902	353	103	36	96.359703	agreed
5	1	1	1	8	19	2020	361	78	28	95.730301	upon
5	1	1	1	8	20	2113	352	129	29	95.730301	between
4	1	1	1	9	0	176	397	2378	38	-1	
5	1	1	1	9	1	176	398	111	30	96.699844	tension
5	1	1	1	9	2	302	397	148	37	95.975037	specimen
5	1	1	1	9	3	465	398	74	29	95.975037	shall
5	1	1	1	9	4	553	398	37	28	96.980888	be
5	1	1	1	9	5	605	397	137	29	96.325821	obtained
5	1	1	1	9	6	756	398	78	28	94.741547	from
5	1	1	1	9	7	848	406	17	20	95.407898	a
5	1	1	1	9	8	878	397	223	37	95.407898	representative
5	1	1	1	9	9	1115	401	62	33	86.602371	part
5	1	1	1	9	10	1249	398	48	28	37.026855	the
5	1	1	1	9	11	1316	397	211	29	96.315208	manufacturer
5	1	1	1	9	12	1545	398	56	28	96.953957	and
5	1	1	1	9	13	1619	398	47	28	96.788239	the
5	1	1	1	9	14	1685	398	155	37	96.939507	purchaser
5	1	1	1	9	15	1859	398	73	28	96.606277	shall
5	1	1	1	9	16	1950	398	37	28	96.540298	be
5	1	1	1	9	17	2006	397	115	38	96.942230	applied
5	1	1	1	9	18	2138	398	38	37	96.319130	by
5	1	1	1	9	19	2195	398	46	28	97.017044	the
4	1	1	1	10	0	176	443	2378	37	-1	
5	1	1	1	10	1	176	446	73	29	96.795143	from
5	1	1	1	10	2	260	443	72	29	96.537109	each
5	1	1	1	10	3	342	443	171	37	96.281715	production
5	1	1	1	10	4	524	443	42	29	96.807411	lot
5	1	1	1	10	5	576	447	29	25	95.936256	at
5	1	1	1	10	6	615	452	16	20	95.936256	a
5	1	1	1	10	7	641	443	128	29	96.324654	location
5	1	1	1	10	8	781	443	105	37	96.020546	agreed
5	1	1	1	10	9	897	452	79	28	96.141769	upon
5	1	1	1	10	10	986	443	132	29	96.229492	between
5	1	1	1	10	11	1128	443	48	29	91.333832	the
5	1	1	1	10	12	1218	439	27	45	70.041962	=
5	1	1	1	10	13	1249	443	217	29	90.006126	manufacturer.
4	1	1	1	11	0	2373	507	90	18	-1	
5	1	1	1	11	1	2373	507	90	18	40.740776	Nee
4	1	1	1	12	0	1174	619	80	27	-1	
5	1	1	1	12	1	1174	619	80	27	96.876541	1466
